uuid,Last Credentialed Scan,repository,operatingSystem,pluginID,pluginName,firstSeen,lastSeen,sourcetype,Level,cve
10000asas0000075,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 4.18.0-305.7.1.el8_4.x86_64 on Oracle Linux Server release 8.4,1230123,Oracle Linux 7 : httpd (ELSA-2022-0143),1/27/2022,1/27/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000"
10000asas0000076,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 2.6.32-754.35.1.0.5.el6.x86_64 on Oracle Linux Server release 6.10,1230123,Oracle Java SE 1.7.0_331 / 1.8.0_321 / 1.11.0_14 / 1.17.0_2 Multiple Vulnerabilities (Unix January 2022 CPU),10/28/2021,1/27/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000077,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 4.18.0-305.12.1.el8_4.x86_64 on Oracle Linux Server release 8.4,1230123,Oracle Java SE 1.7.0_321 / 1.8.0_311 / 1.11.0_13 / 1.17.0_1 Multiple Vulnerabilities (Unix October 2021 CPU),7/29/2021,1/27/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000078,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 2.6.32-754.35.1.0.5.el6.x86_64 on Oracle Linux Server release 6.10,1230123,Oracle Linux 8 : kernel (ELSA-2022-0188),1/27/2022,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000079,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 2.6.32-754.35.1.0.5.el6.x86_64 on Oracle Linux Server release 6.10,1230123,Oracle Java SE 1.7.0_331 / 1.8.0_321 / 1.11.0_14 / 1.17.0_2 Multiple Vulnerabilities (Unix January 2022 CPU),1/27/2022,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000080,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Java SE 1.7.0_331 / 1.8.0_321 / 1.11.0_14 / 1.17.0_2 Multiple Vulnerabilities (Unix January 2022 CPU),1/27/2022,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000081,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : httpd (ELSA-2022-0143),1/27/2022,1/27/2022,vulnerability:open,Medium,CVE-0000-0000
10000asas0000082,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : httpd (ELSA-2022-0143),1/27/2022,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000083,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : httpd (ELSA-2022-0143),1/27/2022,1/27/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000"
10000asas0000084,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Network Equipment,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : httpd (ELSA-2022-0143),1/27/2022,1/27/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000085,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : httpd (ELSA-2022-0143),1/27/2022,1/27/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000086,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : httpd (ELSA-2022-0143),1/27/2022,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000087,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Apache Log4j 2.x < 2.17.0 DoS,1/27/2022,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000088,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Java SE 1.7.0_321 / 1.8.0_311 / 1.11.0_13 / 1.17.0_1 Multiple Vulnerabilities (Unix October 2021 CPU),10/28/2021,1/27/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000089,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Java SE 1.7.0_321 / 1.8.0_311 / 1.11.0_13 / 1.17.0_1 Multiple Vulnerabilities (Unix October 2021 CPU),1/27/2022,1/27/2022,vulnerability:open,Medium,CVE-0000-0000
10000asas0000090,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Java SE 1.7.0_321 / 1.8.0_311 / 1.11.0_13 / 1.17.0_1 Multiple Vulnerabilities (Unix October 2021 CPU),1/27/2022,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000091,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Java SE 1.7.0_331 / 1.8.0_321 / 1.11.0_14 / 1.17.0_2 Multiple Vulnerabilities (Unix January 2022 CPU),1/13/2022,1/27/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000092,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Linux Kernel 4.18.0-240.22.1.el8_3.x86_64 on Oracle Linux Server release 8.3,1230123,Oracle Linux 7 : httpd (ELSA-2022-0143),1/6/2022,1/27/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000093,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Linux Kernel 4.18.0-305.10.2.el8_4.x86_64 on Oracle Linux Server release 8.4,1230123,Apache Log4j 2.x < 2.17.0 DoS,1/20/2022,1/27/2022,vulnerability:remediated,Low,CVE-0000-0000
10000asas0000094,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Network Equipment,Microsoft Windows Server 2016 Datacenter,1230123,Apache Log4j 2.x < 2.17.0 DoS,1/13/2022,1/27/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000095,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Linux Kernel 3.10.0-1160.36.2.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Apache Log4j 2.x < 2.17.0 DoS,1/13/2022,1/27/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000096,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Microsoft Windows Server 2016 Datacenter,1230123,Oracle Java SE 1.7.0_321 / 1.8.0_311 / 1.11.0_13 / 1.17.0_1 Multiple Vulnerabilities (Unix October 2021 CPU),10/28/2021,1/27/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000097,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Linux Kernel 3.10.0-1160.36.2.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Java SE 1.7.0_321 / 1.8.0_311 / 1.11.0_13 / 1.17.0_1 Multiple Vulnerabilities (Unix October 2021 CPU),10/28/2021,1/27/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000098,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 4.14.35-2047.500.9.1.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Java SE 1.7.0_321 / 1.8.0_311 / 1.11.0_13 / 1.17.0_1 Multiple Vulnerabilities (Unix October 2021 CPU),10/28/2021,1/27/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000099,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 4.18.0-240.22.1.el8_3.x86_64 on Oracle Linux Server release 8.3,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/27/2022,1/27/2022,vulnerability:open,Medium,CVE-0000-0000
10000asas0000100,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 2.6.32-754.35.1.0.5.el6.x86_64 on Oracle Linux Server release 6.10,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/27/2022,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000101,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 2.6.32-754.35.1.0.5.el6.x86_64 on Oracle Linux Server release 6.10,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/6/2022,1/27/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000"
10000asas0000102,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 4.1.12-124.59.1.2.el6uek.x86_64 on Oracle Linux Server release 6.10,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/13/2022,1/27/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000103,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),7/8/2021,1/27/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000104,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 3.10.0-1160.45.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/27/2022,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000105,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/27/2022,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000106,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 4.14.35-2047.505.4.3.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/13/2022,1/27/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000107,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/13/2022,1/27/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000108,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/13/2022,1/27/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000109,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/27/2022,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000110,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2016 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/13/2022,1/27/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000111,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/13/2022,1/27/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000112,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/13/2022,1/27/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000113,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2016 Datacenter,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/27/2022,1/27/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000114,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Juniper Junos Version 20.2R2-S3.5,1230123,Oracle Java SE 1.7.0_331 / 1.8.0_321 / 1.11.0_14 / 1.17.0_2 Multiple Vulnerabilities (January 2022 CPU),1/27/2022,1/27/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000115,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows 10 Enterprise,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/27/2022,1/27/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000116,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Mac OS X 11.5.1,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/27/2022,1/27/2022,vulnerability:open,Medium,CVE-0000-0000
10000asas0000117,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Network Equipment,Microsoft Windows 10 Enterprise,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/27/2022,1/27/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000118,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/20/2022,1/27/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000119,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/27/2022,1/27/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000120,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/13/2022,1/27/2022,vulnerability:remediated,Low,CVE-0000-0000
10000asas0000121,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),5/6/2021,1/27/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000122,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 4.1.12-124.58.2.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/20/2022,1/27/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000123,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/13/2022,1/27/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000124,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/13/2022,1/27/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000125,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 7 : httpd (ELSA-2022-0143),1/13/2022,1/27/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000126,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Linux Kernel 4.14.35-2047.505.4.3.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/13/2022,1/27/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000127,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Network Equipment,Linux Kernel 4.14.35-2047.505.4.3.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/13/2022,1/27/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000128,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Linux Kernel 4.14.35-2047.505.4.3.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/13/2022,1/27/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000129,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Linux Kernel 4.14.35-2047.505.4.3.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/13/2022,1/27/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000130,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Linux Kernel 4.14.35-2047.505.4.3.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/27/2022,1/27/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000131,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 4.14.35-2047.505.4.3.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 8 : kernel (ELSA-2022-0188),1/27/2022,1/27/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000132,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2019 Datacenter,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/27/2022,1/27/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000133,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 8 : java-11-openjdk (ELSA-2022-0185),1/27/2022,1/27/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000"
10000asas0000134,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Java SE 1.7.0_321 / 1.8.0_311 / 1.11.0_13 / 1.17.0_1 Multiple Vulnerabilities (Unix October 2021 CPU),1/13/2022,1/27/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000135,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Java SE 1.7.0_321 / 1.8.0_311 / 1.11.0_13 / 1.17.0_1 Multiple Vulnerabilities (Unix October 2021 CPU),1/13/2022,1/27/2022,vulnerability:remediated,High,CVE-0000-0000
10000asas0000136,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Java SE 1.7.0_331 / 1.8.0_321 / 1.11.0_14 / 1.17.0_2 Multiple Vulnerabilities (Unix January 2022 CPU),1/6/2022,1/27/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000137,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 7 : httpd (ELSA-2022-0143),1/27/2022,1/27/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000"
10000asas0000138,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2019 Datacenter,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),5/6/2021,1/27/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000139,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2019 Datacenter,1230123,Apache Log4j 1.x Multiple Vulnerabilities,5/6/2021,1/27/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000140,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Java SE 1.7.0_331 / 1.8.0_321 / 1.11.0_14 / 1.17.0_2 Multiple Vulnerabilities (Unix January 2022 CPU),1/27/2022,1/27/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000141,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 6 : nss (ELSA-2021-9591),1/27/2022,1/27/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000"
10000asas0000142,2022-01-04 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/13/2022,1/27/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000143,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2019 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/27/2022,1/27/2022,vulnerability:open,Medium,CVE-0000-0000
10000asas0000144,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2019 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),10/28/2021,1/27/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000145,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2012 R2 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),10/28/2021,1/27/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000146,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2012 R2 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/27/2022,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000147,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2019 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/27/2022,1/27/2022,vulnerability:open,Medium,CVE-0000-0000
